Peak_Heat_Release_Rate,time_to_peak_heat_release_rate,total_heat_released,net_heat_of_combustion_per_mass_fuel,net_heat_of_combustion_per_mass_o2,co_yield,soot_yield,test_duration,fuel_type
657.8101321,21.8603847,507.4683051,49.3862512,12.55120692,0.000405621326,0.0003336014295,30.45707966,2
341.8183933,3.351098242,248.982144,16.53088999,13.46842011,0.05926978903,0.002637322954,61.7551875,0
73.68,4.58,3.67254,46.4,12.78,0.0470537851,0.007260972497,6.066666667,5
10.05979365,1.296947306,3.559838491,28.67035735,12.96313122,0.01559018174,0.02492190752,23.62383299,4
1867.152406,1.605471172,1457.902233,51.34303913,12.53920957,0.005292227043,0.09694816542,15.73519365,2
943.6925153,3.47263324,477.60121,16.4389147,13.66508156,0.03440554916,0.0005350293253,44.23334092,0
122.91,4.63,12.81987,50,12.54,0.1056889301,0.003196356583,5.616666667,1
515.7714664,8.105449428,7.607549441,49.54254608,12.12663993,0.05823909398,0.0007417896212,9.528104601,1
3222.5411,5.958506389,2220.276364,16.80109986,13.56961163,0.02270686574,0.001634569368,54.85277771,0
164.2958046,12.83186426,38.73703696,19.1469053,17.5160079,0.02651169492,0.008392491149,14.23050627,6
2747.495031,19.69069035,713.7500388,33.27109454,13.42777607,0.03847849864,0.005566997724,90.18839798,4
124.8711896,15.4545732,31.10819001,19.07664739,17.13235459,0.03515457193,0.01281833144,16.04556364,6
320.7,5.18,4.99242,46.4,12.78,0.1577994645,0.002657333875,6.316666667,5
71.02,8.8,35.95576,30,13.1,0.0187991509,0.004297948717,22.18333333,4
132.4625944,9.569897478,62.44800245,50.42832691,12.55206702,0.155851631,0.006790156002,12.27056153,2
95.35,17.02,175.2557,40,13.1,0.02456491406,0.01420660918,49.61666667,3
114.78,9.92,51.38638,30,13.1,0.01989048136,0.003633059503,29.21666667,4
103.8836044,9.592453028,66.72187066,25.10682705,12.87409191,0.03524402253,0.1106713043,21.54267503,4
3955.715551,17.62730811,1815.748619,50.1776473,12.72721494,0.0002223700054,0.0003127246112,22.25549866,2
105.3574578,9.934016709,51.53414547,28.02462514,13.3336493,0.01976200473,0.003283157911,29.21696214,4
155.1303474,17.25553203,43.34800917,18.8679647,17.32782224,0.02091656456,0.004596059058,19.44402654,6
332.5276507,9.923608633,105.0030103,50.71749496,12.41178951,0.01412671919,0.1100471378,14.38750824,2
73.68,4.02,2.51323,46.4,12.78,0.0539148832,0.0102444024,5.066666667,5
4536.383052,26.71734906,3181.082456,49.46504791,12.55676903,0.0004077771831,0.07395122432,33.47366027,2
31.3526043,2.663165868,25.67426599,32.6326567,12.64420565,0.01606166479,0.002596397153,31.72882191,4
34.9428726,11.99846165,31.10830871,24.11093779,12.8383391,0.05366342016,0.1324543858,24.86661522,4
